Date,Ref No,Outlet,Point of Sales,Cashier,Membership No,Category,Item No,Item Name,Group,Sub-Group,Qty,Nett Sales,Hdr Remark,Line Remark,Line Info
2024-08-23,OR24082300510021,DORS,DO-P1,DF0019,DO1100232165,GNOME AND BOW,GNBW100223,Ralph Braided Leather Bracelet Brown M (20cm),FASHION ACCESSORIES,BRACELET,-1,-98,"
REFUND REASON: 1",,LOCAL/PR
2024-09-14,OR24091400510035,DORS,DO-P1,DF0016,WALK-IN,GNOME AND BOW,GNBW100226,Ralph Braided Leather Bracelet (Antique) Brown L (22cm),FASHION ACCESSORIES,BRACELET,1,98,,,TOURIST
2024-08-23,OR24082300510020,DORS,DO-P1,DF0019,DO1100232165,GNOME AND BOW,GNBW100226,Ralph Braided Leather Bracelet (Antique) Brown L (22cm),FASHION ACCESSORIES,BRACELET,1,98,,,LOCAL/PR
2024-08-14,OR24081400520018,DORS,DO-P2,DF0015,WALK-IN,TALKING TOES,TTOE100011,Talking Toes Crew Socks,FASHION ACCESSORIES,SOCK,1,14.31,,,
2024-08-14,OR24081400520018,DORS,DO-P2,DF0015,WALK-IN,TALKING TOES,TTOE100011,Talking Toes Crew Socks,FASHION ACCESSORIES,SOCK,2,28.62,,,
2024-08-14,OR24081400520018,DORS,DO-P2,DF0015,WALK-IN,TALKING TOES,TTOE100012,Talking Toes No-Show Socks,FASHION ACCESSORIES,SOCK,1,14.31,,,
2024-08-14,OR24081400520018,DORS,DO-P2,DF0015,WALK-IN,TALKING TOES,TTOE100013,Talking Toes Ankle Socks,FASHION ACCESSORIES,SOCK,1,14.31,,,
2024-08-14,OR24081400520018,DORS,DO-P2,DF0015,WALK-IN,TALKING TOES,TTOE100013,Talking Toes Ankle Socks,FASHION ACCESSORIES,SOCK,1,14.31,,,
2024-08-14,OR24081400510043,DORS,DO-P1,DF0015,100214999,SINGLAPA,SILA100093,[Singlapa] Singapore A-Z Greeting Card,GIFTING / STATIONERY,GREETING CARD,1,6.9,,,LOCAL/PR
2024-08-14,OR24081400510043,DORS,DO-P1,DF0015,100214999,KELLY SER ATELIER,KELA100055,Bamboo Coffee Cup: Singapore Collage  470ml,SMALL HOME FURNISHING,CUP,1,17.9,,,LOCAL/PR
2024-08-14,OR24081400510045,DORS,DO-P1,DF0015,100218609,BENEW,BNEW100076,  Ocean & Lavender Shower Steamer   ,BEAUTY AND WELLNESS,BODY CARE,1,44.19,,,LOCAL/PR
2024-08-23,OR24082300510020,DORS,DO-P1,DF0019,DO1100232165,GNOME AND BOW,GNBW100234,Ralph Braided Leather Bracelet (Antique) Red L (22cm),FASHION ACCESSORIES,BRACELET,2,196,,,LOCAL/PR
2024-08-14,OR24081400510046,DORS,DO-P1,DF0004,DO1100232068,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Local/PR
2024-08-14,OR24081400510047,DORS,DO-P1,DF0004,WALK-IN,THE ANIMAL PROJECT,AMPJ100037,POUCH - PYGMY HIPPOS  Pink,FASHION ACCESSORIES,BAG,1,25,,,TOURIST
2024-08-14,OR24081400510047,DORS,DO-P1,DF0004,WALK-IN,SINGLAPA,SILA100048,[Singlapa] Chinese Dim Sum Tea Towel,SMALL HOME FURNISHING,TABLEWARE,1,28.8,,,TOURIST
2024-08-14,OR24081400510047,DORS,DO-P1,DF0004,WALK-IN,SINGLAPA,SILA100049,[Singlapa] SG Skyline Tea Towel,SMALL HOME FURNISHING,TABLEWARE,1,28.8,,,TOURIST
2024-08-14,OR24081400510047,DORS,DO-P1,DF0004,WALK-IN,SINGLAPA,SILA100049,[Singlapa] SG Skyline Tea Towel,SMALL HOME FURNISHING,TABLEWARE,1,28.8,,,TOURIST
2024-08-14,OR24081400510048,DORS,DO-P1,DF0015,WALK-IN,TALKING TOES,TTOE100083,Talking Toes - Slow Down Bagel Oversized Tee (White) L ,FASHION APPAREL,TEES,1,56,,,TOURIST
2024-08-14,OR24081400510049,DORS,DO-P1,DF0001,WALK-IN,PHOTO PHACTORY,PHPH100090,TUSCANY YELLOW PLEATED SKIRT-XS,FASHION APPAREL,LADIES BOTTOM,-1,-98,"
REFUND REASON: 6
REFUND REASON: 7",,TOURIST
2024-08-14,OR24081400510001,DORS,DO-P1,DF0015,DO1100232056,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Tourist
2024-08-14,OR24081400520001,DORS,DO-P2,DF0017,WALK-IN,TUTTLE,TUTT100051,Singapore Children's Fav Stories,GIFTING / STATIONERY,STATIONERY,3,71.94,,,
2024-08-14,OR24081400510002,DORS,DO-P1,DF0015,WALK-IN,SINGLAPA,SILA100070,[Singlapa] Peranakan Teapot with Frame Greeting Card,GIFTING / STATIONERY,GREETING CARD,1,6.9,,,TOURIST
2024-08-14,OR24081400510002,DORS,DO-P1,DF0015,WALK-IN,SINGLAPA,SILA100093,[Singlapa] Singapore A-Z Greeting Card,GIFTING / STATIONERY,GREETING CARD,1,6.9,,,TOURIST
2024-08-19,OR24081900510034,DORS,DO-P1,DF0015,WALK-IN,GNOME AND BOW,GNBW100243,Smith Braided Leather Bracelet (Antique) Black S (18cm),FASHION ACCESSORIES,BRACELET,1,0,,,Local/PR
2024-08-14,OR24081400510003,DORS,DO-P1,DF0015,WALK-IN,THE WILD ARTSCAPADE,WILD100019,Trust the Process Enamel Pin  ,FASHION ACCESSORIES,ENAMEL PIN,1,14.9,,,TOURIST
2024-08-14,OR24081400510004,DORS,DO-P1,DF0017,DO1100232057,PHOTO PHACTORY,PHPH100326,Travel BUNDLE SET- RED SINGAPORE GIRL ,SMALL HOME FURNISHING,SET,1,42,,,TOURIST
2024-08-14,OR24081400510004,DORS,DO-P1,DF0017,DO1100232057,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Tourist
2024-08-14,OR24081400510005,DORS,DO-P1,DF0015,DO1100232058,BENEW,BNEW100049, Strawberry Lucious Lips + Hydrating Lip Mask  ,BEAUTY AND WELLNESS,BODY CARE,1,12.75,,,Tourist
2024-08-14,OR24081400510005,DORS,DO-P1,DF0015,DO1100232058,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,Tourist
2024-08-11,OR24081100510054,DORS,DO-P1,DF0001,WALK-IN,GNOME AND BOW,GNBW100245,Smith Braided Leather Bracelet Blue M (20cm),FASHION ACCESSORIES,BRACELET,1,88.2,,,TOURIST
2024-08-14,OR24081400510006,DORS,DO-P1,DF0015,WALK-IN,TALKING TOES,TTOE100032,Talking Toes - Yummy Mamee Athletic Sock - S,FASHION ACCESSORIES,SOCK,1,16.9,,,LOCAL/PR
2024-08-14,OR24081400510007,DORS,DO-P1,DF0015,WALK-IN,STRAIT LIGHTS,STRL100044,Palawan Beach Bracelet - 17cm,FASHION ACCESSORIES,BRACELET,1,48,,,Local/PR
2024-08-24,OR24082400510019,DORS,DO-P1,DF0027,WALK-IN,GNOME AND BOW,GNBW100247,Smith Braided Leather Bracelet (Antique) Blue L (22cm),FASHION ACCESSORIES,BRACELET,1,0,,,TOURIST
2024-09-27,OR24092700510015,DORS,DO-P1,DF0007,DO1100232571,GINLEE,GNLE100011,Layla Dress Navy 38,FASHION APPAREL,DRESS,1,238,,,LOCAL/PR
2024-08-06,OR24080600510043,DORS,DO-P1,DF0001,WALK-IN,GINLEE,GNLE100119,Ivy Dress White 38,FASHION APPAREL,DRESS,1,288,,,TOURIST
2024-07-26,OR24072600510010,DORS,DO-P1,DF0019,WEB00324,GINLEE,GNLE100119,Ivy Dress White 38,FASHION APPAREL,DRESS,1,288,,,
2024-09-15,OR24091500510046,DORS,DO-P1,DF0027,DO1100232426,GINLEE,GNLE100220,Ella Dress Black 34,FASHION APPAREL,DRESS,1,258,,,Local/PR
2024-09-20,OR24092000510016,DORS,DO-P1,DF0016,WALK-IN,GINLEE,GNLE100220,Ella Dress Black 34,FASHION APPAREL,DRESS,1,258,,,TOURIST
2024-08-14,OR24081400510022,DORS,DO-P1,DF0015,WALK-IN,GINLEE,GNLE100304,Emma Dress Navy 40,FASHION APPAREL,DRESS,1,248,,,TOURIST
2024-09-15,OR24091500510022,DORS,DO-P1,DF0024,DO2100225451,GINLEE,GNLE100392,Abi Top White 34,FASHION APPAREL,LADIES TOP,1,178,"
REFUND REASON: 2
REFUND REASON: 2",,LOCAL/PR
2024-08-11,OR24081100510017,DORS,DO-P1,DF0017,100214386,GINLEE,GNLE100394,Abi Top White 38,FASHION APPAREL,LADIES TOP,1,151.2,,,TOURIST
2024-07-19,OR24071900510009,DORS,DO-P1,DF0001,WEB00319,GINLEE,GNLE100394,Abi Top White 38,FASHION APPAREL,LADIES TOP,1,168,,,LOCAL/PR
2024-08-29,OR24082900510011,DORS,DO-P1,DF0016,WALK-IN,GINLEE,GNLE100437,ABI TOP WHITE 32,FASHION APPAREL,LADIES TOP,1,168,,,TOURIST
2024-07-16,OR24071600510021,DORS,DO-P1,DF0007,WALK-IN,GINLEE,GNLE100480,EMMA DRESS NAVY 42,FASHION APPAREL,DRESS,1,248,,,
2024-07-15,OR24071500510013,DORS,DO-P1,DF0019,WALK-IN,GINLEE,GNLE100505,Jockey Tee Dark Navy 34,FASHION APPAREL,LADIES TOP,1,168,,,TOURIST
2024-09-20,OR24092000510020,DORS,DO-P1,DF0016,WALK-IN,GINLEE,GNLE100505,Jockey Tee Dark Navy 34,FASHION APPAREL,LADIES TOP,1,168,,,TOURIST
2024-09-08,OR24090800520004,DORS,DO-P2,DF0024,WALK-IN,GINLEE,GNLE100506,Jockey Tee Dark Navy 36,FASHION APPAREL,LADIES TOP,1,168,,,LOCAL/PR
2024-07-18,OR24071800510019,DORS,DO-P1,DF0024,WALK-IN,GINLEE,GNLE100506,Jockey Tee Dark Navy 36,FASHION APPAREL,LADIES TOP,1,168,,,TOURIST
2024-09-22,OR24092200520012,DORS,DO-P2,DF0016,DO2100225481,GINLEE,GNLE100506,Jockey Tee Dark Navy 36,FASHION APPAREL,LADIES TOP,1,168,,,TOURIST
2024-08-04,OR24080400510026,DORS,DO-P1,DF0007,WALK-IN,GINLEE,GNLE100532,ABI TOP BEETROOT 38,FASHION APPAREL,LADIES TOP,1,168,,,
2024-08-14,OR24081400510024,DORS,DO-P1,DF0015,WALK-IN,GINLEE,GNLE100535,ABI TOP BLACK 36,FASHION APPAREL,LADIES TOP,1,168,,,TOURIST
2024-08-25,OR24082500520003,DORS,DO-P2,DF0017,WALK-IN,GINLEE,GNLE100535,ABI TOP BLACK 36,FASHION APPAREL,LADIES TOP,1,168,,,
2024-07-19,OR24071900510009,DORS,DO-P1,DF0001,WEB00319,GINLEE,GNLE100536,ABI TOP BLACK 38,FASHION APPAREL,LADIES TOP,1,168,,,LOCAL/PR
2024-07-14,OR24071400510009,DORS,DO-P1,DF0024,WALK-IN,FEED MY PAWS,PAWS100003,Super Salami Pet Treats 70G,FOOD,PET FOOD,1,14.1,,,
2024-07-14,OR24071400510009,DORS,DO-P1,DF0024,WALK-IN,FEED MY PAWS,PAWS100001,Salmon Chips Pet Treats 60G,FOOD,PET FOOD,1,18.6,,,
2024-07-14,OR24071400510009,DORS,DO-P1,DF0024,WALK-IN,FEED MY PAWS,PAWS100002,Pork Jerky Pet Treats 70G,FOOD,PET FOOD,1,14.1,,,
2024-07-14,OR24071400510010,DORS,DO-P1,DF0024,WALK-IN,KELLY SER ATELIER,KELA100046,"Blue Bamboo Plate: Merlion  20cm
",SMALL HOME FURNISHING,PLATE,4,60,,,TOURIST
2024-07-14,OR24071400510011,DORS,DO-P1,DF0024,WALK-IN,HUMBLE BOW,HBOW100200,Scrunchie,FASHION ACCESSORIES,HEADWEAR,3,50.7,,,
2024-07-14,OR24071400510011,DORS,DO-P1,DF0024,WALK-IN,BELLS & BIRDS,BLBD100129,Paradiso Floral Robe l,FASHION APPAREL,LINGERIE,1,129.6,,,
2024-09-21,OR24092100510012,DORS,DO-P1,DF0024,10022949,GINLEE,GNLE100564,PLEATED WAVE TRS CHARCOAL L,FASHION APPAREL,LADIES BOTTOM,1,188,,,LOCAL/PR
2024-07-14,OR24071400510011,DORS,DO-P1,DF0024,WALK-IN,CERAMICS BY JAS,CBYJ100026, Flower Tealight Holders Decor Green S,GIFTING,GIFTING,2,28.08,,,
2024-08-15,OR24081500510022,DORS,DO-P1,DF0007,DO1100226460,GINLEE,GNLE100567,PLEATED WAVE TRS CHARCOAL XL,FASHION APPAREL,LADIES BOTTOM,1,188,,,TOURIST
2024-07-14,OR24071400510011,DORS,DO-P1,DF0024,WALK-IN,EXTRA NOODLES,EXNO100022, Bowl Bear Tempura Ramen DOE T-Shirt Black M,FASHION APPAREL,UNISEX TOP,1,59.9,,,
2024-07-14,OR24071400510011,DORS,DO-P1,DF0024,WALK-IN,SINGLAPA,SILA100108,[Singlapa] Singapore Hawker Food Apron ,SMALL HOME FURNISHING,TABLEWARE,1,49.5,,,
2024-07-14,OR24071400510011,DORS,DO-P1,DF0024,WALK-IN,THE POWDER SHAMPOO,TPSO1000020,The Powder Shampoo Discovery Bundle  (6 x 20g),BEAUTY AND WELLNESS,HAIR WASH,1,95.4,,,
2024-07-14,OR24071400520001,DORS,DO-P2,DF0017,DO1100226326,FORBIDDEN HILL,FBHL100122,24mm - Silk Slides BNGL ACSY Rose Syrup Pink,FASHION ACCESSORIES,BRACELET,1,25,,,
2024-07-14,OR24071400520001,DORS,DO-P2,DF0017,DO1100226326,FORBIDDEN HILL,FBHL100095,24mm - Silk Slides BNGL ACSY Andaman Green,FASHION ACCESSORIES,BRACELET,1,25,,,
2024-07-14,OR24071400520001,DORS,DO-P2,DF0017,DO1100226326,FORBIDDEN HILL,FBHL100105,24mm - Silk Slides BNGL ACSY Orchid Purple,FASHION ACCESSORIES,BRACELET,1,25,,,
2024-07-14,OR24071400510013,DORS,DO-P1,DF0009,WALK-IN,SG MEMORIES,SGME100068,Singapore Memories 15ml Heritage Perfume,BEAUTY AND WELLNESS,FRAGRANCE,1,21.6,,,
2024-07-14,OR24071400510014,DORS,DO-P1,DF0009,WALK-IN,HAPPY REI,HREI100056,Kimono Onesie Short sleeve Old School Snacks 0-6M,KIDS,ONESIE,1,21.69,,,
2024-07-14,OR24071400510015,DORS,DO-P1,DF0009,WALK-IN,ARTISAN OF SENSE,ARTS100052,Medium Musk Bergamot & Rose Organic Room Spray 50ml,SMALL HOME FURNISHING,SPRAY,1,38,,,
2024-08-23,OR24082300510050,DORS,DO-P1,DF0016,DO1100231366,GINLEE,GNLE100571,PLEATED WAVE TRS TAUPE XL,FASHION APPAREL,LADIES BOTTOM,1,188,"
REFUND REASON: 1",,EXPATS
2024-07-14,OR24071400520002,DORS,DO-P2,DF0024,WALK-IN,KELLY SER ATELIER,KELA100020,Not Just a Little Red Dot: Chinatown Magnet 6.5cm x 8cm,GIFTING / STATIONERY,STATIONERY,1,10,,,
2024-07-14,OR24071400520002,DORS,DO-P2,DF0024,WALK-IN,KELLY SER ATELIER,KELA100017,Not Just a Little Red Dot: Vanda Miss Joaquim Magnet 6.5cm x 8cm,GIFTING / STATIONERY,STATIONERY,1,10,,,
2024-07-14,OR24071400520002,DORS,DO-P2,DF0024,WALK-IN,FRESHLY PRESSED SOCKS,FRPS100041,Laksa Socks Multi-Colored,FASHION ACCESSORIES,SOCK,1,15.3,,,
2024-07-14,OR24071400520002,DORS,DO-P2,DF0024,WALK-IN,PURPLEANDPURE,PURP100026,Congratulations - Plantable Greeting cards,GIFTING / STATIONERY,STATIONERY,1,6.5,,,
2024-07-14,OR24071400520002,DORS,DO-P2,DF0024,WALK-IN,FEED MY PAWS,PAWS100001,Salmon Chips Pet Treats 60G,FOOD,PET FOOD,1,18.6,,,
2024-07-14,OR24071400520002,DORS,DO-P2,DF0024,WALK-IN,FEED MY PAWS,PAWS100003,Super Salami Pet Treats 70G,FOOD,PET FOOD,1,14.1,,,
2024-07-14,OR24071400520002,DORS,DO-P2,DF0024,WALK-IN,THE ANTECEDENT STORE,TASS100001,TAS CLASSIC EARRINGS,FASHION ACCESSORIES,EARRING,2,43,,,
2024-07-14,OR24071400520002,DORS,DO-P2,DF0024,WALK-IN,THE ANTECEDENT STORE,TASS100001,TAS CLASSIC EARRINGS,FASHION ACCESSORIES,EARRING,1,21.5,,,
2024-07-14,OR24071400520002,DORS,DO-P2,DF0024,WALK-IN,THE WILD ARTSCAPADE,WILD100007,Slow Down Breathe Enamel Pin  ,FASHION ACCESSORIES,ENAMEL PIN,1,14.9,,,
2024-07-14,OR24071400510017,DORS,DO-P1,DF0009,10024753,KELLY SER ATELIER,KELA100016,Not Just a Little Red Dot Box of 4 Coasters,SMALL HOME FURNISHING,TABLEWARE,2,110,,,
2024-07-14,OR24071400520003,DORS,DO-P2,DF0024,WALK-IN,KELLY SER ATELIER,KELA100019,Not Just a Little Red Dot: Merlion Magnet 6.5cm x 8cm,GIFTING / STATIONERY,STATIONERY,1,10,,,
2024-07-14,OR24071400520003,DORS,DO-P2,DF0024,WALK-IN,TUTTLE,TUTT100071,HC Journal Dotted : Golden Waves,GIFTING / STATIONERY,STATIONERY,1,23.98,,,
2024-07-14,OR24071400520004,DORS,DO-P2,DF0019,DO2100225111,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,
2024-07-14,OR24071400520005,DORS,DO-P2,DF0019,WALK-IN,PURPLEANDPURE,PURP100022,Sending you a hug -  Plantable Greeting card,GIFTING / STATIONERY,STATIONERY,1,6.5,,,
2024-09-01,OR24090100520010,DORS,DO-P2,DF0007,WALK-IN,GINLEE,GNLE100576,KELLIE TEE POWDER BLUE M,FASHION APPAREL,LADIES TOP,1,158,,,TOURIST
2024-07-14,OR24071400510018,DORS,DO-P1,DF0004,DO1100231560,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,
2024-07-14,OR24071400510018,DORS,DO-P1,DF0004,DO1100231560,BAREBODIES,BARE100005,Nipstick - Clay 8cm,FASHION ACCESSORIES,LINGERIE,1,25.9,,,
2024-07-14,OR24071400520006,DORS,DO-P2,DF0019,DO2100225112,THE ANIMAL PROJECT,AMPJ100132,Tall Mug w/Wooden Lid Giraffe,SMALL HOME FURNISHING,TABLEWARE,1,26,,,
2024-07-14,OR24071400520006,DORS,DO-P2,DF0019,DO2100225112,THE ANIMAL PROJECT,AMPJ100141,3-Piece Kitchen Set Giraffe,SMALL HOME FURNISHING,TABLEWARE,1,55,,,
2024-07-14,OR24071400520006,DORS,DO-P2,DF0019,DO2100225112,THE ANIMAL PROJECT,AMPJ100133,Tall Mug w/Wooden Lid Flamingo,SMALL HOME FURNISHING,TABLEWARE,1,26,,,
2024-07-14,OR24071400520006,DORS,DO-P2,DF0019,DO2100225112,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,
2024-07-14,OR24071400510019,DORS,DO-P1,DF0004,WALK-IN,JOANNALSM,JONL100342,Oversized Cargo Overalls Beige - L,FASHION APPAREL,ONE PIECE,1,239.8,,,TOURIST
2024-07-14,OR24071400510019,DORS,DO-P1,DF0004,WALK-IN,THE ANTECEDENT STORE,TASS100001,TAS CLASSIC EARRINGS,FASHION ACCESSORIES,EARRING,3,64.5,,,TOURIST
2024-07-14,OR24071400520007,DORS,DO-P2,DF0019,WALK-IN,TALKING TOES,TTOE100013,Talking Toes Ankle Socks,FASHION ACCESSORIES,SOCK,1,15.9,,,
2024-07-14,OR24071400510020,DORS,DO-P1,DF0004,WALK-IN,JOANNALSM,JONL100370,MIRL Connexion NFC Rings Iridescent - Size 9,FASHION ACCESSORIES,Rings,1,109,,,TOURIST
2024-07-14,OR24071400520008,DORS,DO-P2,DF0019,DO2100225113,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,
2024-07-14,OR24071400520008,DORS,DO-P2,DF0019,DO2100225113,BOHEME SG,BOHE100257,Atlantis Plain Cuff,FASHION ACCESSORIES,EARRING,1,100,,,
2024-07-14,OR24071400510021,DORS,DO-P1,DF0004,WALK-IN,PEARLY LUSTRE,PERL100128,"WE00247 GARDENS 2ND GRADE FRESHWATER PEARL, STERLING SILVER W 18K 7-8MM",FINE JEWELLERY,EARRING,1,88,,,Local/PR
2024-07-14,OR24071400510022,DORS,DO-P1,DF0004,WALK-IN,SINGLAPA,SILA100022,[Singlapa] Mahjong Pouch,FASHION ACCESSORIES,BAG,1,27.9,,,Tourist
2024-07-14,OR24071400520009,DORS,DO-P2,DF0019,DO2100225114,DESIGN ORCHARD,DORS100012,DESIGN ORCHARD EXCLUSIVE DIFFUSER,SMALL HOME FURNISHING,DIFFUSER,1,39,,,
2024-07-14,OR24071400520009,DORS,DO-P2,DF0019,DO2100225114,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,
2024-07-14,OR24071400520010,DORS,DO-P2,DF0019,WALK-IN,RE ERTH,REER100014,Omni Serum,BEAUTY AND WELLNESS,SKINCARE,1,120,,,
2024-07-14,OR24071400510023,DORS,DO-P1,DF0004,WALK-IN,SINGLAPA,SILA100095,[Singlapa] Chinese Teapot Greeting Card,GIFTING / STATIONERY,GREETING CARD,1,6.9,,,TOURIST
2024-07-14,OR24071400510023,DORS,DO-P1,DF0004,WALK-IN,STRAIT LIGHTS,STRL100032,Botanic Gardens Strait Scenes Bracelet - 16cm,FASHION ACCESSORIES,BRACELET,1,48,,,TOURIST
2024-07-14,OR24071400510024,DORS,DO-P1,DF0004,DO1100231561,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,
2024-07-14,OR24071400510025,DORS,DO-P1,DF0004,WALK-IN,PURPLEANDPURE,PURP100024,Welcome to little one -Plantable Greeting card,GIFTING / STATIONERY,STATIONERY,1,6.5,,,Expats
2024-07-14,OR24071400510026,DORS,DO-P1,DF0019,DO1100231562,SINGLAPA,SILA100109,[Singlapa] Singapore Hawker Food Shopping Bag ,SMALL HOME FURNISHING,BAG,1,30.9,,,
2024-07-14,OR24071400510026,DORS,DO-P1,DF0019,DO1100231562,SOUL GOOD PROJECT,SGPJ100030,Seasonal Collection - Tea Series,SMALL HOME FURNISHING,CANDLE,1,60.8,,,
2024-07-14,OR24071400510026,DORS,DO-P1,DF0019,DO1100231562,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,
2024-09-21,OR24092100520021,DORS,DO-P2,DF0016,WALK-IN,GINLEE,GNLE100581,LAYLA DRESS NAVY 32,FASHION APPAREL,DRESS,1,238,,,TOURIST
2024-07-06,OR24070600510038,DORS,DO-P1,df0016,DO1100231433,GINLEE,GNLE100585,IVY DRESS POWDER BLUE 36,FASHION APPAREL,DRESS,1,248,,,Local/PR
2024-07-14,OR24071400510028,DORS,DO-P1,DF0019,DO1100226723,DESIGN ORCHARD,DORS100034,Design Orchard Limited Edition Fan (PWP),GIFTING / STATIONERY,SET,1,9.9,,,
2024-07-14,OR24071400520011,DORS,DO-P2,DF0019,DO2100225115,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,
2024-07-14,OR24071400520011,DORS,DO-P2,DF0019,DO2100225115,PHOTO PHACTORY,PHPH100352,"CUSHION COVER- KEBAYA					",SMALL HOME FURNISHING,CUSHION COVER,1,32,,,TOURIST
2024-07-09,OR24070900510028,DORS,DO-P1,df0019,WALK-IN,GINLEE,GNLE100586,IVY DRESS POWDER BLUE 38,FASHION APPAREL,DRESS,1,248,,,Tourist
2024-07-14,OR24071400520012,DORS,DO-P2,DF0019,WALK-IN,HUMBLE BOW,HBOW100200,Scrunchie,FASHION ACCESSORIES,HEADWEAR,1,16.9,,,LOCAL/PR
2024-07-14,OR24071400520013,DORS,DO-P2,DF0019,WALK-IN,HUMBLE BOW,HBOW100231,Button Large Drop Earrings,FASHION ACCESSORIES,EARRING,1,22.9,,,
2024-07-14,OR24071400520013,DORS,DO-P2,DF0019,WALK-IN,HUMBLE BOW,HBOW100294,Wristlet Zip Pouch,FASHION ACCESSORIES,HEADWEAR,1,35,,,
2024-07-14,OR24071400510029,DORS,DO-P1,DF0015,DO1100231563,MISC,I0500002,BYOB Campaign ($250),0,0,1,0,,,
2024-07-14,OR24071400510029,DORS,DO-P1,DF0015,DO1100231563,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,
2024-08-15,OR24081500510024,DORS,DO-P1,DF0017,WALK-IN,GINLEE,GNLE100591,QUINN TROUSERS BLACK 34,FASHION APPAREL,LADIES BOTTOM,1,188,,,TOURIST
2024-07-14,OR24071400510054,DORS,DO-P1,DF0004,DO1100231572,GINLEE,GNLE100593,QUINN TROUSERS BLACK 38,FASHION APPAREL,LADIES BOTTOM,1,188,,,
2024-07-14,OR24071400510030,DORS,DO-P1,DF0015,DO1100231564,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,
2024-07-14,OR24071400510030,DORS,DO-P1,DF0015,DO1100231564,HUMBLE BOW,HBOW100277,Hair Claw,FASHION ACCESSORIES,HEADWEAR,1,21.9,,,LOCAL/PR
2024-07-14,OR24071400510030,DORS,DO-P1,DF0015,DO1100231564,HUMBLE BOW,HBOW100228,Mini Scrunchies,FASHION ACCESSORIES,EARRING,1,14.9,,,LOCAL/PR
2024-07-14,OR24071400510030,DORS,DO-P1,DF0015,DO1100231564,HUMBLE BOW,HBOW100200,Scrunchie,FASHION ACCESSORIES,HEADWEAR,1,16.9,,,LOCAL/PR
2024-07-14,OR24071400510030,DORS,DO-P1,DF0015,DO1100231564,HUMBLE BOW,HBOW100202,Snap Clip (Pair),FASHION ACCESSORIES,HEADWEAR,1,0,,,LOCAL/PR
2024-07-14,OR24071400510031,DORS,DO-P1,DF0015,WALK-IN,FEED MY PAWS,PAWS100003,Super Salami Pet Treats 70G,FOOD,PET FOOD,1,14.1,,,LOCAL/PR
2024-07-14,OR24071400510031,DORS,DO-P1,DF0015,WALK-IN,FEED MY PAWS,PAWS100002,Pork Jerky Pet Treats 70G,FOOD,PET FOOD,1,14.1,,,LOCAL/PR
2024-07-14,OR24071400510031,DORS,DO-P1,DF0015,WALK-IN,FEED MY PAWS,PAWS100011,Bitsy Bones 30G,FOOD,PET FOOD,1,7.55,,,LOCAL/PR
2024-07-14,OR24071400510032,DORS,DO-P1,DF0004,WALK-IN,QUINTESSENTIAL,QUIN100001,Handbeaded Envelope Clutch,FASHION ACCESSORIES,BAG,1,169,,,Tourist
2024-07-14,OR24071400510032,DORS,DO-P1,DF0004,WALK-IN,HUMBLE BOW,HBOW100228,Mini Scrunchies,FASHION ACCESSORIES,EARRING,1,14.9,,,TOURIST
2024-07-14,OR24071400510032,DORS,DO-P1,DF0004,WALK-IN,HUMBLE BOW,HBOW100228,Mini Scrunchies,FASHION ACCESSORIES,EARRING,1,0,,,TOURIST
2024-07-14,OR24071400510032,DORS,DO-P1,DF0004,WALK-IN,HUMBLE BOW,HBOW100231,Button Large Drop Earrings,FASHION ACCESSORIES,EARRING,1,22.9,,,TOURIST
2024-07-14,OR24071400510032,DORS,DO-P1,DF0004,WALK-IN,HUMBLE BOW,HBOW100230,Button Small Drop Earrings,FASHION ACCESSORIES,EARRING,1,21.9,,,TOURIST
2024-07-14,OR24071400510032,DORS,DO-P1,DF0004,WALK-IN,BENEW,BNEW100040, Blind Box Edition Self-Love Collection Bodyscrub Pink ,BEAUTY AND WELLNESS,BODY CARE,2,65.4,,,TOURIST
2024-07-14,OR24071400520014,DORS,DO-P2,DF0019,DO2100225116,SYSTEM,MEMBER,Membership signup,0,0,1,0,,,
2024-07-14,OR24071400520014,DORS,DO-P2,DF0019,DO2100225116,STRAIT LIGHTS,STRL100028,Raffles Bracelet - Corded Adjustable,FASHION ACCESSORIES,BRACELET,2,96,,,
2024-08-15,OR24081500510024,DORS,DO-P1,DF0017,WALK-IN,GINLEE,GNLE100595,QUINN TROUSERS COCO 34,FASHION APPAREL,LADIES BOTTOM,1,188,,,TOURIST
